@RELATION mushroom

@ATTRIBUTE feature_01 {A, B, C, D, E, F}
@ATTRIBUTE feature_02 {A, B, C, D}
@ATTRIBUTE feature_03 {A, B, C, D, E, F, G, H, I, J}
@ATTRIBUTE feature_04 {A, B}
@ATTRIBUTE feature_05 {A, B, C, D, E, F, G, H, I}
@ATTRIBUTE feature_06 {A, B}
@ATTRIBUTE feature_07 {A, B}
@ATTRIBUTE feature_08 {A, B}
@ATTRIBUTE feature_09 {A, B, C, D, E, F, G, H, I, J, K, L}
@ATTRIBUTE feature_10 {A, B}
@ATTRIBUTE feature_11 {A, B, C, D, E}
@ATTRIBUTE feature_12 {A, B, C, D}
@ATTRIBUTE feature_13 {A, B, C, D}
@ATTRIBUTE feature_14 {A, B, C, D, E, F, G, H, I}
@ATTRIBUTE feature_15 {A, B, C, D, E, F, G, H, I}
@ATTRIBUTE feature_16 {A}
@ATTRIBUTE feature_17 {A, B, C, D}
@ATTRIBUTE feature_18 {A, B, C}
@ATTRIBUTE feature_19 {A, B, C, D, E}
@ATTRIBUTE feature_20 {A, B, C, D, E, F, G, H, I}
@ATTRIBUTE feature_21 {A, B, C, D, E, F}
@ATTRIBUTE feature_22 {A, B, C, D, E, F, G}
@ATTRIBUTE class {A, B}

@DATA
C,A,E,B,F,B,A,A,K,B,B,C,C,H,D,A,C,B,E,D,E,A,A
F,D,D,B,F,B,A,A,H,B,B,C,C,G,G,A,C,B,E,D,E,A,A
F,D,D,B,F,B,A,A,K,B,B,C,C,G,D,A,C,B,E,D,F,A,A
F,A,C,B,F,B,A,A,J,B,B,C,C,G,D,A,C,B,E,C,E,A,A
C,A,E,B,F,B,A,A,K,B,B,C,C,D,D,A,C,B,E,D,E,A,A
C,A,E,B,F,B,A,A,H,B,B,C,C,G,D,A,C,B,E,D,E,A,A
F,D,C,B,F,B,A,A,H,B,B,C,C,D,G,A,C,B,E,C,F,A,A
F,D,E,B,F,B,A,A,F,B,B,C,C,G,H,A,C,B,E,D,E,A,A
C,A,E,B,F,B,A,A,H,B,B,C,C,H,H,A,C,B,E,C,F,A,A
C,A,E,B,F,B,A,A,K,B,B,C,C,G,G,A,C,B,E,D,E,A,A
F,A,D,A,C,B,A,A,C,A,B,B,B,A,E,A,C,B,C,B,E,E,B
F,A,D,B,F,B,A,A,F,B,B,C,C,H,H,A,C,B,E,C,F,A,A
F,D,E,B,F,B,A,A,K,B,B,C,C,D,D,A,C,B,E,D,F,A,A
F,A,D,B,F,B,A,A,F,B,B,C,C,H,D,A,C,B,E,D,F,A,A
F,A,D,B,F,B,A,A,F,B,B,C,C,G,G,A,C,B,E,D,F,A,A
F,D,D,B,F,B,A,A,K,B,B,C,C,D,H,A,C,B,E,C,E,A,A
C,A,E,B,F,B,A,A,J,B,B,C,C,H,H,A,C,B,E,C,F,A,A
C,A,D,B,F,B,A,A,F,B,B,C,C,D,D,A,C,B,E,C,F,A,A
F,D,E,B,F,B,A,A,F,B,B,C,C,G,D,A,C,B,E,C,E,A,A
F,A,C,B,F,B,A,A,K,B,B,C,C,G,H,A,C,B,E,C,F,A,A
C,A,E,B,F,B,A,A,F,B,B,C,C,D,H,A,C,B,E,D,E,A,A
F,A,D,A,C,B,A,A,C,A,B,B,B,G,E,A,C,B,C,B,E,E,B
F,A,C,B,F,B,A,A,H,B,B,C,C,G,H,A,C,B,E,D,E,A,A
C,A,E,B,F,B,A,A,F,B,B,C,C,D,D,A,C,B,E,D,E,A,A
F,A,C,B,F,B,A,A,F,B,B,C,C,H,G,A,C,B,E,C,F,A,A
F,A,C,B,F,B,A,A,F,B,B,C,C,H,D,A,C,B,E,D,E,A,A
F,D,C,B,F,B,A,A,H,B,B,C,C,G,G,A,C,B,E,C,F,A,A
C,D,D,B,F,B,A,A,K,B,B,C,C,G,H,A,C,B,E,D,E,A,A
C,A,E,B,F,B,A,A,J,B,B,C,C,H,D,A,C,B,E,D,F,A,A
F,A,D,B,F,B,A,A,F,B,B,C,C,D,D,A,C,B,E,D,F,A,A
C,A,D,B,F,B,A,A,H,B,B,C,C,G,D,A,C,B,E,C,E,A,A
F,D,E,B,F,B,A,A,K,B,B,C,C,H,G,A,C,B,E,C,F,A,A
F,D,D,B,F,B,A,A,H,B,B,C,C,H,H,A,C,B,E,D,F,A,A
F,D,D,B,F,B,A,A,J,B,B,C,C,D,H,A,C,B,E,D,F,A,A
F,A,E,B,F,B,A,A,K,B,B,C,C,H,H,A,C,B,E,D,F,A,A
F,D,C,B,F,B,A,A,H,B,B,C,C,D,D,A,C,B,E,C,F,A,A
C,A,E,B,F,B,A,A,J,B,B,C,C,D,D,A,C,B,E,D,E,A,A
F,D,C,B,F,B,A,A,F,B,B,C,C,G,G,A,C,B,E,D,E,A,A
F,A,E,B,F,B,A,A,F,B,B,C,C,H,D,A,C,B,E,D,F,A,A
C,A,E,B,F,B,A,A,J,B,B,C,C,G,D,A,C,B,E,C,F,A,A
F,D,C,B,F,B,A,A,H,B,B,C,C,D,D,A,C,B,E,D,E,A,A
F,A,D,B,F,B,A,A,K,B,B,C,C,H,D,A,C,B,E,D,E,A,A
F,D,E,B,F,B,A,A,H,B,B,C,C,H,H,A,C,B,E,D,E,A,A
F,A,D,A,B,B,A,B,C,A,B,C,C,H,H,A,C,B,E,D,E,A,B
C,A,D,B,F,B,A,A,F,B,B,C,C,G,G,A,C,B,E,D,E,A,A
F,A,E,B,F,B,A,A,K,B,B,C,C,D,D,A,C,B,E,D,F,A,A
C,C,E,A,F,B,B,A,H,B,D,C,A,H,H,A,C,B,A,C,A,B,A
C,A,E,B,F,B,A,A,K,B,B,C,C,D,H,A,C,B,E,D,E,A,A
F,D,D,B,F,B,A,A,F,B,B,C,C,G,H,A,C,B,E,D,F,A,A
C,D,D,B,F,B,A,A,K,B,B,C,C,D,D,A,C,B,E,D,E,A,A
F,D,D,B,F,B,A,A,K,B,B,C,C,H,H,A,C,B,E,D,E,A,A
C,D,C,B,F,B,A,A,H,B,B,C,C,G,D,A,C,B,E,D,E,A,A
F,D,D,B,F,B,A,A,F,B,B,C,C,G,D,A,C,B,E,D,F,A,A
F,A,D,B,F,B,A,A,F,B,B,C,C,G,D,A,C,B,E,D,E,A,A
C,A,D,B,F,B,A,A,F,B,B,C,C,G,D,A,C,B,E,D,E,A,A
F,D,E,B,F,B,A,A,H,B,B,C,C,D,D,A,C,B,E,C,E,A,A
C,A,E,B,F,B,A,A,J,B,B,C,C,D,D,A,C,B,E,C,F,A,A
F,D,C,B,F,B,A,A,H,B,B,C,C,G,H,A,C,B,E,D,E,A,A
F,D,C,B,F,B,A,A,K,B,B,C,C,H,H,A,C,B,E,C,E,A,A
C,D,E,B,F,B,A,A,J,B,B,C,C,D,D,A,C,B,E,C,E,A,A
F,D,E,B,F,B,A,A,K,B,B,C,C,G,G,A,C,B,E,D,F,A,A
F,A,D,B,F,B,A,A,J,B,B,C,C,D,H,A,C,B,E,D,F,A,A
C,A,D,B,F,B,A,A,H,B,B,C,C,D,G,A,C,B,E,C,F,A,A
C,A,I,A,F,B,B,A,D,B,D,C,A,H,H,A,C,B,A,C,D,B,A
F,D,E,B,F,B,A,A,H,B,B,C,C,H,D,A,C,B,E,D,E,A,A
F,A,D,B,F,B,A,A,J,B,B,C,C,D,D,A,C,B,E,C,F,A,A
C,D,C,B,F,B,A,A,F,B,B,C,C,G,D,A,C,B,E,D,F,A,A
F,A,C,B,F,B,A,A,K,B,B,C,C,D,D,A,C,B,E,C,E,A,A
F,D,E,B,F,B,A,A,J,B,B,C,C,D,D,A,C,B,E,D,F,A,A
C,D,E,B,F,B,A,A,K,B,B,C,C,G,H,A,C,B,E,C,F,A,A
F,D,D,B,F,B,A,A,H,B,B,C,C,G,D,A,C,B,E,C,E,A,A
C,A,E,B,F,B,A,A,K,B,B,C,C,H,H,A,C,B,E,C,E,A,A
F,D,C,B,F,B,A,A,J,B,B,C,C,H,H,A,C,B,E,C,F,A,A
F,D,C,B,F,B,A,A,H,B,B,C,C,D,D,A,C,B,E,C,E,A,A
F,D,C,B,F,B,A,A,K,B,B,C,C,G,H,A,C,B,E,C,E,A,A
F,A,C,B,F,B,A,A,K,B,B,C,C,G,H,A,C,B,E,D,F,A,A
F,A,C,B,F,B,A,A,H,B,B,C,C,D,H,A,C,B,E,D,E,A,A
F,A,C,B,F,B,A,A,H,B,B,C,C,D,D,A,C,B,E,D,E,A,A
C,A,E,B,F,B,A,A,H,B,B,C,C,D,G,A,C,B,E,D,F,A,A
F,A,D,B,F,B,A,A,F,B,B,C,C,D,G,A,C,B,E,C,E,A,A
F,A,D,B,F,B,A,A,H,B,B,C,C,G,H,A,C,B,E,C,E,A,A
F,D,D,B,F,B,A,A,J,B,B,C,C,G,D,A,C,B,E,C,F,A,A
F,D,E,B,F,B,A,A,F,B,B,C,C,H,D,A,C,B,E,D,E,A,A
F,A,C,B,F,B,A,A,F,B,B,C,C,D,D,A,C,B,E,C,F,A,A
F,A,C,B,F,B,A,A,K,B,B,C,C,D,D,A,C,B,E,D,F,A,A
F,A,D,B,F,B,A,A,J,B,B,C,C,D,G,A,C,B,E,D,F,A,A
F,A,C,B,F,B,A,A,K,B,B,C,C,G,G,A,C,B,E,D,E,A,A
C,A,E,B,F,B,A,A,F,B,B,C,C,G,H,A,C,B,E,D,F,A,A
F,A,C,B,F,B,A,A,H,B,B,C,C,G,D,A,C,B,E,D,E,A,A
C,A,E,B,F,B,A,A,K,B,B,C,C,H,G,A,C,B,E,D,F,A,A
C,A,E,B,F,B,A,A,K,B,B,C,C,D,D,A,C,B,E,C,E,A,A
C,A,E,B,F,B,A,A,J,B,B,C,C,G,G,A,C,B,E,C,E,A,A
F,A,D,B,F,B,A,A,F,B,B,C,C,H,G,A,C,B,E,C,E,A,A
F,A,C,B,F,B,A,A,J,B,B,C,C,G,G,A,C,B,E,D,E,A,A
F,D,C,B,F,B,A,A,J,B,B,C,C,G,H,A,C,B,E,D,F,A,A
C,A,D,B,F,B,A,A,F,B,B,C,C,G,G,A,C,B,E,C,F,A,A
C,A,E,B,F,B,A,A,H,B,B,C,C,G,G,A,C,B,E,D,E,A,A
F,D,E,B,F,B,A,A,F,B,B,C,C,D,G,A,C,B,E,D,F,A,A
C,A,E,B,F,B,A,A,J,B,B,C,C,G,D,A,C,B,E,C,E,A,A
F,A,F,A,B,B,A,B,H,A,B,C,C,H,H,A,C,B,E,D,E,A,B
F,A,C,B,F,B,A,A,H,B,B,C,C,H,H,A,C,B,E,C,F,A,A
F,A,E,B,F,B,A,A,K,B,B,C,C,H,H,A,C,B,E,D,E,A,A
F,D,C,B,F,B,A,A,K,B,B,C,C,D,G,A,C,B,E,D,F,A,A
C,A,E,B,F,B,A,A,F,B,B,C,C,D,G,A,C,B,E,D,E,A,A
C,A,E,B,F,B,A,A,K,B,B,C,C,D,D,A,C,B,E,C,F,A,A
F,D,D,B,F,B,A,A,K,B,B,C,C,G,H,A,C,B,E,C,E,A,A
C,C,E,A,F,B,B,A,F,B,D,C,C,H,H,A,C,B,A,D,A,B,A
F,D,D,B,F,B,A,A,K,B,B,C,C,G,D,A,C,B,E,C,F,A,A
F,D,E,B,F,B,A,A,K,B,B,C,C,H,G,A,C,B,E,D,E,A,A
F,D,E,B,F,B,A,A,H,B,B,C,C,G,H,A,C,B,E,C,E,A,A
C,A,D,B,F,B,A,A,H,B,B,C,C,H,D,A,C,B,E,D,E,A,A
F,A,C,B,F,B,A,A,F,B,B,C,C,D,D,A,C,B,E,D,F,A,A
C,A,E,B,F,B,A,A,H,B,B,C,C,D,G,A,C,B,E,C,F,A,A
F,A,D,A,C,B,A,A,D,A,B,B,B,A,G,A,C,B,C,B,F,B,B
F,D,C,B,F,B,A,A,K,B,B,C,C,H,H,A,C,B,E,D,E,A,A
F,A,D,B,F,B,A,A,J,B,B,C,C,G,D,A,C,B,E,C,E,A,A
F,A,C,B,F,B,A,A,F,B,B,C,C,G,H,A,C,B,E,D,E,A,A
F,A,C,B,F,B,A,A,F,B,B,C,C,G,D,A,C,B,E,C,F,A,A
F,D,C,B,F,B,A,A,F,B,B,C,C,D,H,A,C,B,E,C,E,A,A
C,A,E,B,F,B,A,A,K,B,B,C,C,H,D,A,C,B,E,D,F,A,A
C,A,E,B,F,B,A,A,J,B,B,C,C,D,G,A,C,B,E,C,E,A,A
F,D,E,B,F,B,A,A,K,B,B,C,C,H,D,A,C,B,E,C,E,A,A
F,A,C,B,F,B,A,A,J,B,B,C,C,D,H,A,C,B,E,D,F,A,A
F,D,C,B,F,B,A,A,K,B,B,C,C,G,D,A,C,B,E,C,E,A,A
F,D,E,B,F,B,A,A,F,B,B,C,C,G,D,A,C,B,E,C,F,A,A
F,D,D,B,F,B,A,A,J,B,B,C,C,H,H,A,C,B,E,C,E,A,A
F,D,E,B,F,B,A,A,J,B,B,C,C,D,H,A,C,B,E,C,E,A,A
F,D,C,B,F,B,A,A,H,B,B,C,C,H,G,A,C,B,E,D,F,A,A
F,A,C,B,F,B,A,A,J,B,B,C,C,D,G,A,C,B,E,D,F,A,A
F,A,C,B,F,B,A,A,J,B,B,C,C,H,G,A,C,B,E,C,F,A,A
F,D,C,B,F,B,A,A,H,B,B,C,C,H,D,A,C,B,E,D,E,A,A
F,D,E,B,F,B,A,A,H,B,B,C,C,D,H,A,C,B,E,C,F,A,A
F,A,C,B,F,B,A,A,H,B,B,C,C,G,G,A,C,B,E,D,F,A,A
C,A,C,B,F,B,A,A,K,B,B,C,C,D,G,A,C,B,E,D,E,A,A
C,A,E,B,F,B,A,A,K,B,B,C,C,G,H,A,C,B,E,C,F,A,A
F,D,C,B,F,B,A,A,J,B,B,C,C,H,H,A,C,B,E,C,E,A,A
F,A,E,B,F,B,A,A,J,B,B,C,C,D,H,A,C,B,E,D,E,A,A
F,D,C,B,F,B,A,A,F,B,B,C,C,D,G,A,C,B,E,D,F,A,A
C,A,D,B,F,B,A,A,H,B,B,C,C,D,G,A,C,B,E,D,F,A,A
F,D,E,B,F,B,A,A,H,B,B,C,C,D,H,A,C,B,E,D,E,A,A
C,D,C,B,F,B,A,A,F,B,B,C,C,G,G,A,C,B,E,C,E,A,A
F,D,E,B,F,B,A,A,J,B,B,C,C,D,G,A,C,B,E,C,F,A,A
F,D,C,B,F,B,A,A,H,B,B,C,C,G,D,A,C,B,E,D,F,A,A
F,D,D,B,F,B,A,A,J,B,B,C,C,G,D,A,C,B,E,D,F,A,A
C,D,D,B,F,B,A,A,H,B,B,C,C,H,G,A,C,B,E,C,E,A,A
F,D,E,B,F,B,A,A,J,B,B,C,C,H,H,A,C,B,E,D,F,A,A
F,C,D,A,F,B,B,A,D,B,D,A,C,H,H,A,C,B,A,C,D,B,A
C,A,E,B,F,B,A,A,F,B,B,C,C,H,D,A,C,B,E,D,F,A,A
F,D,D,B,F,B,A,A,K,B,B,C,C,D,G,A,C,B,E,D,F,A,A
F,D,D,B,F,B,A,A,F,B,B,C,C,H,G,A,C,B,E,C,F,A,A
F,A,E,B,F,B,A,A,J,B,B,C,C,D,H,A,C,B,E,C,F,A,A
F,A,C,B,F,B,A,A,J,B,B,C,C,D,D,A,C,B,E,D,E,A,A
F,D,C,B,F,B,A,A,F,B,B,C,C,D,D,A,C,B,E,C,F,A,A
F,D,E,B,F,B,A,A,K,B,B,C,C,H,D,A,C,B,E,C,F,A,A
F,A,C,B,F,B,A,A,K,B,B,C,C,G,D,A,C,B,E,C,F,A,A
F,D,C,B,F,B,A,A,J,B,B,C,C,G,H,A,C,B,E,C,F,A,A
F,D,E,B,F,B,A,A,J,B,B,C,C,D,H,A,C,B,E,D,F,A,A
C,A,D,B,F,B,A,A,H,B,B,C,C,H,H,A,C,B,E,D,F,A,A
F,A,C,B,F,B,A,A,J,B,B,C,C,H,H,A,C,B,E,C,F,A,A
C,D,E,B,F,B,A,A,H,B,B,C,C,G,D,A,C,B,E,C,E,A,A
F,D,E,B,F,B,A,A,K,B,B,C,C,G,D,A,C,B,E,D,E,A,A
F,A,C,B,F,B,A,A,K,B,B,C,C,D,H,A,C,B,E,D,F,A,A
F,A,D,B,F,B,A,A,F,B,B,C,C,G,D,A,C,B,E,C,E,A,A
F,D,E,B,F,B,A,A,J,B,B,C,C,H,H,A,C,B,E,C,F,A,A
F,D,D,B,F,B,A,A,F,B,B,C,C,H,D,A,C,B,E,D,F,A,A
F,A,D,A,B,B,A,B,H,A,B,C,C,H,H,A,C,B,E,C,E,A,B
F,D,E,B,F,B,A,A,F,B,B,C,C,G,H,A,C,B,E,D,F,A,A
F,A,D,B,F,B,A,A,H,B,B,C,C,G,G,A,C,B,E,D,F,A,A
F,D,E,B,F,B,A,A,F,B,B,C,C,D,G,A,C,B,E,C,F,A,A
F,D,D,B,F,B,A,A,K,B,B,C,C,D,D,A,C,B,E,C,E,A,A
F,D,E,B,F,B,A,A,K,B,B,C,C,D,G,A,C,B,E,D,E,A,A
C,A,E,B,F,B,A,A,H,B,B,C,C,H,D,A,C,B,E,D,E,A,A
C,A,E,B,F,B,A,A,K,B,B,C,C,G,G,A,C,B,E,C,F,A,A
F,D,E,B,F,B,A,A,F,B,B,C,C,H,G,A,C,B,E,D,E,A,A
C,A,E,B,F,B,A,A,H,B,B,C,C,G,H,A,C,B,E,C,F,A,A
C,A,E,B,F,B,A,A,K,B,B,C,C,H,H,A,C,B,E,D,F,A,A
C,D,D,B,F,B,A,A,J,B,B,C,C,H,H,A,C,B,E,C,F,A,A
F,A,D,B,F,B,A,A,J,B,B,C,C,G,H,A,C,B,E,C,F,A,A
F,D,D,B,F,B,A,A,K,B,B,C,C,H,D,A,C,B,E,C,F,A,A
F,D,D,B,F,B,A,A,J,B,B,C,C,H,D,A,C,B,E,D,E,A,A
C,A,E,B,F,B,A,A,J,B,B,C,C,D,G,A,C,B,E,D,E,A,A
F,A,D,B,F,B,A,A,F,B,B,C,C,H,G,A,C,B,E,D,E,A,A
F,A,D,A,C,B,A,A,C,A,B,B,B,A,G,A,C,B,C,B,E,A,B
C,A,E,B,F,B,A,A,K,B,B,C,C,G,H,A,C,B,E,D,E,A,A
F,D,D,B,F,B,A,A,K,B,B,C,C,D,D,A,C,B,E,C,F,A,A
F,A,D,B,F,B,A,A,J,B,B,C,C,H,D,A,C,B,E,D,F,A,A
F,A,D,A,C,B,A,A,C,A,B,B,B,A,G,A,C,B,C,B,F,A,B
C,A,E,B,F,B,A,A,J,B,B,C,C,H,H,A,C,B,E,D,E,A,A
F,D,C,B,F,B,A,A,F,B,B,C,C,D,G,A,C,B,E,D,E,A,A
F,D,E,B,F,B,A,A,J,B,B,C,C,D,D,A,C,B,E,C,E,A,A
F,A,C,B,F,B,A,A,H,B,B,C,C,G,D,A,C,B,E,C,E,A,A
F,A,C,B,F,B,A,A,H,B,B,C,C,D,G,A,C,B,E,D,F,A,A
F,D,E,B,F,B,A,A,H,B,B,C,C,H,G,A,C,B,E,D,E,A,A
C,A,E,B,F,B,A,A,F,B,B,C,C,H,G,A,C,B,E,C,E,A,A
F,A,C,B,F,B,A,A,F,B,B,C,C,D,G,A,C,B,E,D,E,A,A
F,A,D,B,F,B,A,A,K,B,B,C,C,H,G,A,C,B,E,C,E,A,A
C,A,E,B,F,B,A,A,J,B,B,C,C,D,G,A,C,B,E,C,F,A,A
F,D,C,B,F,B,A,A,H,B,B,C,C,D,G,A,C,B,E,D,E,A,A
F,A,D,B,F,B,A,A,J,B,B,C,C,D,H,A,C,B,E,C,F,A,A
C,A,D,B,F,B,A,A,H,B,B,C,C,G,H,A,C,B,E,C,F,A,A
C,A,D,B,F,B,A,A,H,B,B,C,C,D,D,A,C,B,E,C,E,A,A
C,A,E,B,F,B,A,A,F,B,B,C,C,D,H,A,C,B,E,C,F,A,A
F,A,E,B,F,B,A,A,K,B,B,C,C,G,H,A,C,B,E,D,F,A,A
F,D,C,B,F,B,A,A,K,B,B,C,C,D,D,A,C,B,E,D,F,A,A
C,C,D,A,F,B,B,A,H,B,D,A,A,H,H,A,C,B,A,C,D,B,A
F,D,C,B,F,B,A,A,H,B,B,C,C,D,H,A,C,B,E,C,F,A,A
C,A,D,B,F,B,A,A,H,B,B,C,C,D,H,A,C,B,E,D,F,A,A
F,D,C,B,F,B,A,A,K,B,B,C,C,D,G,A,C,B,E,C,F,A,A
F,A,D,B,F,B,A,A,J,B,B,C,C,H,H,A,C,B,E,D,E,A,A
C,A,E,B,F,B,A,A,K,B,B,C,C,H,D,A,C,B,E,C,F,A,A
F,A,C,B,F,B,A,A,K,B,B,C,C,G,D,A,C,B,E,D,E,A,A
F,A,C,B,F,B,A,A,F,B,B,C,C,D,H,A,C,B,E,D,E,A,A
F,A,D,B,F,B,A,A,K,B,B,C,C,H,D,A,C,B,E,C,E,A,A
F,A,I,A,B,B,B,B,C,A,B,C,C,H,H,A,C,B,E,D,D,A,B
F,D,C,B,F,B,A,A,H,B,B,C,C,G,G,A,C,B,E,D,F,A,A
F,A,C,B,F,B,A,A,F,B,B,C,C,H,G,A,C,B,E,C,E,A,A
F,D,E,B,F,B,A,A,K,B,B,C,C,G,H,A,C,B,E,D,F,A,A
C,A,I,A,F,B,B,A,D,B,D,C,C,H,H,A,C,B,A,D,D,B,A
F,A,D,B,F,B,A,A,F,B,B,C,C,D,H,A,C,B,E,D,F,A,A
C,A,D,B,F,B,A,A,F,B,B,C,C,H,G,A,C,B,E,D,E,A,A
F,A,D,B,F,B,A,A,K,B,B,C,C,G,D,A,C,B,E,D,F,A,A
C,D,C,B,F,B,A,A,K,B,B,C,C,H,G,A,C,B,E,C,F,A,A
F,A,C,B,F,B,A,A,F,B,B,C,C,G,G,A,C,B,E,C,F,A,A
F,D,E,B,F,B,A,A,F,B,B,C,C,D,D,A,C,B,E,C,E,A,A
F,D,C,B,F,B,A,A,F,B,B,C,C,D,D,A,C,B,E,D,E,A,A
F,A,C,B,F,B,A,A,F,B,B,C,C,H,H,A,C,B,E,D,E,A,A
C,D,C,B,F,B,A,A,F,B,B,C,C,H,H,A,C,B,E,C,E,A,A
C,A,E,B,F,B,A,A,K,B,B,C,C,G,D,A,C,B,E,D,E,A,A
F,D,D,B,F,B,A,A,H,B,B,C,C,H,H,A,C,B,E,D,E,A,A
F,D,D,B,F,B,A,A,H,B,B,C,C,D,H,A,C,B,E,D,F,A,A
F,A,D,B,F,B,A,A,F,B,B,C,C,D,G,A,C,B,E,D,E,A,A
F,A,C,B,F,B,A,A,K,B,B,C,C,D,G,A,C,B,E,D,E,A,A
F,A,E,B,F,B,A,A,K,B,B,C,C,D,H,A,C,B,E,C,F,A,A
C,A,E,A,F,B,B,A,F,B,D,A,A,H,H,A,C,B,A,C,D,B,A
F,A,C,B,F,B,A,A,K,B,B,C,C,H,D,A,C,B,E,D,F,A,A
F,D,D,B,F,B,A,A,F,B,B,C,C,D,D,A,C,B,E,D,F,A,A
F,D,E,B,F,B,A,A,J,B,B,C,C,G,G,A,C,B,E,C,E,A,A
F,A,D,B,F,B,A,A,H,B,B,C,C,D,G,A,C,B,E,D,F,A,A
F,D,C,B,F,B,A,A,F,B,B,C,C,G,D,A,C,B,E,D,F,A,A
C,A,E,B,F,B,A,A,J,B,B,C,C,G,H,A,C,B,E,C,E,A,A
F,D,D,B,F,B,A,A,J,B,B,C,C,H,H,A,C,B,E,C,F,A,A
C,A,D,B,F,B,A,A,H,B,B,C,C,G,D,A,C,B,E,D,E,A,A
F,A,C,B,F,B,A,A,J,B,B,C,C,G,G,A,C,B,E,C,E,A,A
C,A,E,B,F,B,A,A,F,B,B,C,C,H,D,A,C,B,E,C,E,A,A
F,D,D,B,F,B,A,A,H,B,B,C,C,D,G,A,C,B,E,D,F,A,A
F,D,E,B,F,B,A,A,H,B,B,C,C,H,G,A,C,B,E,D,F,A,A
F,D,C,B,F,B,A,A,K,B,B,C,C,H,G,A,C,B,E,C,E,A,A
F,A,C,B,F,B,A,A,J,B,B,C,C,G,G,A,C,B,E,C,F,A,A
F,A,E,B,F,B,A,A,J,B,B,C,C,H,H,A,C,B,E,D,E,A,A
C,A,E,B,F,B,A,A,F,B,B,C,C,G,G,A,C,B,E,C,F,A,A
F,D,D,B,F,B,A,A,F,B,B,C,C,H,H,A,C,B,E,C,E,A,A
F,A,C,B,F,B,A,A,K,B,B,C,C,G,G,A,C,B,E,D,F,A,A
C,A,E,B,F,B,A,A,K,B,B,C,C,H,G,A,C,B,E,D,E,A,A
C,A,E,B,F,B,A,A,F,B,B,C,C,G,G,A,C,B,E,D,F,A,A
F,D,C,B,F,B,A,A,J,B,B,C,C,D,G,A,C,B,E,C,F,A,A
F,A,D,B,F,B,A,A,J,B,B,C,C,G,D,A,C,B,E,C,F,A,A
F,A,D,B,F,B,A,A,J,B,B,C,C,D,D,A,C,B,E,C,E,A,A
F,A,F,A,B,B,B,B,J,A,B,C,C,H,H,A,C,B,E,C,E,A,B
F,D,E,B,F,B,A,A,H,B,B,C,C,D,D,A,C,B,E,D,F,A,A
F,A,C,B,F,B,A,A,H,B,B,C,C,H,G,A,C,B,E,D,E,A,A
C,C,E,A,F,B,B,A,H,B,D,A,A,H,H,A,C,B,A,D,D,B,A
F,D,D,B,F,B,A,A,H,B,B,C,C,G,D,A,C,B,E,C,F,A,A
F,D,D,B,F,B,A,A,J,B,B,C,C,G,G,A,C,B,E,C,F,A,A
F,A,E,B,F,B,A,A,J,B,B,C,C,G,H,A,C,B,E,C,F,A,A
C,A,D,B,F,B,A,A,F,B,B,C,C,G,H,A,C,B,E,D,F,A,A
F,A,D,B,F,B,A,A,K,B,B,C,C,D,G,A,C,B,E,D,E,A,A
F,D,E,B,F,B,A,A,K,B,B,C,C,D,G,A,C,B,E,C,F,A,A
F,A,C,B,F,B,A,A,K,B,B,C,C,D,G,A,C,B,E,D,F,A,A
F,A,E,B,F,B,A,A,J,B,B,C,C,G,G,A,C,B,E,D,E,A,A
C,A,D,B,F,B,A,A,F,B,B,C,C,D,G,A,C,B,E,D,E,A,A
C,A,E,B,F,B,A,A,K,B,B,C,C,D,D,A,C,B,E,D,F,A,A
F,D,D,B,F,B,A,A,K,B,B,C,C,D,D,A,C,B,E,D,E,A,A
F,D,C,B,F,B,A,A,J,B,B,C,C,H,H,A,C,B,E,D,F,A,A
F,D,D,B,F,B,A,A,H,B,B,C,C,G,H,A,C,B,E,C,E,A,A
C,A,D,B,F,B,A,A,H,B,B,C,C,D,H,A,C,B,E,C,F,A,A
F,A,C,B,F,B,A,A,J,B,B,C,C,G,H,A,C,B,E,D,F,A,A
F,C,F,A,B,B,B,B,J,A,B,C,C,H,H,A,C,B,E,C,D,A,B
C,D,E,B,F,B,A,A,K,B,B,C,C,G,G,A,C,B,E,C,E,A,A
F,D,C,B,F,B,A,A,K,B,B,C,C,D,D,A,C,B,E,C,E,A,A
F,D,D,B,F,B,A,A,J,B,B,C,C,D,H,A,C,B,E,C,F,A,A
F,D,D,B,F,B,A,A,F,B,B,C,C,D,D,A,C,B,E,C,E,A,A
F,A,D,B,F,B,A,A,F,B,B,C,C,D,D,A,C,B,E,C,F,A,A
F,A,C,B,F,B,A,A,F,B,B,C,C,D,G,A,C,B,E,D,F,A,A
F,D,E,B,F,B,A,A,J,B,B,C,C,G,G,A,C,B,E,D,F,A,A
F,D,D,B,F,B,A,A,H,B,B,C,C,G,D,A,C,B,E,D,F,A,A
F,D,C,B,F,B,A,A,J,B,B,C,C,D,H,A,C,B,E,C,E,A,A
F,D,E,B,F,B,A,A,H,B,B,C,C,H,H,A,C,B,E,C,E,A,A
F,D,D,B,F,B,A,A,K,B,B,C,C,G,D,A,C,B,E,D,E,A,A
F,D,E,B,F,B,A,A,J,B,B,C,C,G,H,A,C,B,E,D,F,A,A
F,A,C,B,F,B,A,A,H,B,B,C,C,G,H,A,C,B,E,C,F,A,A
